id,name,prefecture,city,other_address,access,tel,business_hour,hp,wifi,socket,smoking,iccard
78,エクセルシオール カフェ 新宿ファーストウエスト店,東京都,新宿区,西新宿１‐２３‐３新宿ファーストウエストビル１Ｆ,都庁前駅徒歩3分以上,03-5339-9021,"平日:07:00 - 22:00
土曜日:07:00 - 20:00
日祝:08:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/05000121/,TRUE,TRUE,TRUE,FALSE
79,エクセルシオール カフェ 新宿小滝橋通り店,東京都,新宿区,西新宿７-２-５ＴＨ西新宿ビル１Ｆ・２Ｆ,新宿西口駅徒歩1分以上,03-3362-7606,"平日:07:00 - 22:00
土曜日:08:00 - 21:00
日祝:08:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/05000256/,TRUE,TRUE,TRUE,FALSE
80,エクセルシオール カフェ 新宿文化クイントビル店,東京都,渋谷区,代々木３‐２２‐７新宿文化クイントビル１Ｆ,南新宿駅徒歩6分以上,03-5304-8918,"平日:07:00 - 21:00
土曜日:07:30 - 20:00
日祝:07:30 - 18:00",http://sasp.mapion.co.jp/b/doutor/info/05000104/,TRUE,FALSE,FALSE,FALSE
81,エクセルシオール カフェ 神戸元町店,兵庫県,神戸市,中央区栄町通１-２-３１東急ＲＥＩホテル１Ｆ,旧居留地・大丸前駅徒歩2分以上,078-321-7512,"平日:07:00 - 22:00
土曜日:07:30 - 22:00
日祝:07:30 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/05000242/,TRUE,TRUE,TRUE,FALSE
82,エクセルシオール カフェ 神田小川町店,東京都,千代田区,神田小川町１‐５‐１御幸ビル１Ｆ,小川町駅徒歩1分以上,03-5280-6235,"平日:07:00 - 22:30
土曜日:07:30 - 21:00
日祝:07:30 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/05000136/,TRUE,TRUE,TRUE,FALSE
83,エクセルシオール カフェ 人形町店,東京都,中央区,日本橋人形町３‐８‐１ＴＴ‐２ビル１Ｆ,水天宮前駅徒歩6分以上,03-3669-5737,"平日:07:00 - 22:00
土曜日:08:00 - 21:00
日祝:08:00 - 19:00",http://sasp.mapion.co.jp/b/doutor/info/05000238/,TRUE,TRUE,TRUE,FALSE
84,エクセルシオール カフェ 水道橋西口店,東京都,千代田区,神田三崎町２‐２２‐１８西山興業新水道橋ビルＢ１Ｆ・１Ｆ・２Ｆ,水道橋駅徒歩4分以上,03-5211-7187,"平日:06:45 - 22:30
土曜日:06:45 - 22:30
日祝:06:45 - 22:30",http://sasp.mapion.co.jp/b/doutor/info/05000174/,TRUE,TRUE,TRUE,FALSE
85,エクセルシオール カフェ 晴海トリトン店,東京都,中央区,晴海１‐８‐１６晴海トリトン３‐７,勝どき駅徒歩6分以上,03-5144-8241,"平日:07:00 - 22:00
土曜日:08:00 - 22:00
日祝:08:00 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/05000043/,TRUE,TRUE,TRUE,FALSE
86,エクセルシオール カフェ 聖路加ガーデン店,東京都,中央区,明石町８‐１聖路加ガーデン２Ｆ,月島駅徒歩8分以上,03-5550-2323,"平日:07:00 - 21:00
土曜日:08:00 - 20:00
日祝:08:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/05000007/,TRUE,TRUE,TRUE,FALSE
87,エクセルシオール カフェ 西那須野店,栃木県,那須塩原市,太夫塚６-２３２-８,西那須野駅徒歩16分以上,0287-37-4646,"平日:10:00 - 22:00
土曜日:10:00 - 22:00
日祝:10:00 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/05000262/,TRUE,FALSE,FALSE,FALSE
88,エクセルシオール カフェ 赤坂パークビル店,東京都,港区,赤坂５‐２‐２０赤坂パークビルヂング１Ｆ,赤坂駅徒歩3分以上,03-5573-8889,"平日:06:45 - 21:00
土曜日:-
日祝:-",http://sasp.mapion.co.jp/b/doutor/info/05000006/,TRUE,FALSE,TRUE,FALSE
89,エクセルシオール カフェ 赤坂一ツ木通り店,東京都,港区,赤坂３‐１３‐１３赤坂中村ビル１Ｆ,赤坂駅徒歩2分以上,03-3568-6558,"平日:07:00 - 23:00
土曜日:08:00 - 21:00
日祝:08:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/05000036/,TRUE,FALSE,FALSE,FALSE
90,エクセルシオール カフェ 仙台中央通り店,宮城県,仙台市,青葉区中央２‐１‐２３松澤ビル１Ｆ,あおば通駅徒歩3分以内,022-726-4680,"平日:07:00 - 22:00
土曜日:07:30 - 22:00
日祝:08:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/05000061/,TRUE,FALSE,FALSE,FALSE
91,エクセルシオール カフェ 川越アトレ店,埼玉県,川越市,脇田町１０５川越アトレ２Ｆ,川越駅徒歩1分以上,049-227-7225,"平日:06:45 - 22:00
土曜日:07:00 - 22:00
日祝:07:00 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/05000039/,TRUE,TRUE,TRUE,FALSE
92,エクセルシオール カフェ 大岡山駅前店,東京都,目黒区,大岡山２‐１２‐１東工大蔵前会館１Ｆ,大岡山駅徒歩1分以上,03-3726-7772,"平日:07:30 - 21:00
土曜日:08:00 - 21:00
日祝:08:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/05000234/,FALSE,TRUE,FALSE,FALSE
93,エクセルシオール カフェ 大山駅前店,東京都,板橋区,大山町３２‐１,大山駅徒歩1分以上,03-3973-7801,"平日:07:00 - 22:00
土曜日:08:00 - 21:00
日祝:08:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/05000052/,TRUE,FALSE,TRUE,FALSE
94,エクセルシオール カフェ 池袋二丁目店,東京都,豊島区,池袋２‐１‐１杉山ビル１Ｆ,池袋駅徒歩4分以上,03-5979-1541,"平日:06:45 - 23:00
土曜日:07:00 - 23:00
日祝:07:00 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/05000024/,TRUE,TRUE,TRUE,FALSE
95,エクセルシオール カフェ 津田沼北口店,千葉県,習志野市,津田沼１‐１‐１津田沼駅北口駅ビル３Ｆ・４Ｆ,津田沼駅徒歩3分以内,047-403-2215,"平日:06:30 - 22:30
土曜日:07:00 - 22:30
日祝:07:00 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/05000156/,TRUE,TRUE,TRUE,FALSE
96,エクセルシオール カフェ 田町東口店,東京都,港区,芝浦３‐５‐３９イーストウイング１Ｆ,田町駅徒歩3分以上,03-5730-2620,"平日:07:00 - 22:30
土曜日:07:00 - 21:00
日祝:08:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/05000106/,TRUE,TRUE,TRUE,FALSE
97,エクセルシオール カフェ 都立大学駅前店,東京都,目黒区,平町１‐２７‐１パル都立大ビル１Ｆ,都立大学駅徒歩3分以内,03-5731-2751,"平日:06:45 - 23:00
土曜日:07:00 - 23:00
日祝:07:00 - 23:00",http://sasp.mapion.co.jp/b/doutor/info/05000071/,TRUE,TRUE,TRUE,FALSE
98,エクセルシオール カフェ 東京オペラシティ店,東京都,新宿区,西新宿３‐２０‐２東京オペラシティ１Ｆ,初台駅徒歩4分以上,03-3299-9088,"平日:07:30 - 22:00
土曜日:08:00 - 22:00
日祝:08:00 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/05000153/,TRUE,FALSE,TRUE,FALSE
99,エクセルシオール カフェ 東京医療センター店,東京都,目黒区,東が丘２‐５‐１東京医療センター１Ｆ,駒沢大学駅徒歩13分以上,03-5430-2051,"平日:07:00 - 19:30
土曜日:07:00 - 19:30
日祝:07:00 - 19:30",http://sasp.mapion.co.jp/b/doutor/info/05000172/,FALSE,FALSE,FALSE,FALSE
100,エクセルシオール カフェ 東京競馬場店,東京都,府中市,日吉町１‐１新スタンド３Ｆ,府中競馬正門前駅徒歩5分以上,042-358-1201,"平日:-土曜日:09
土曜日:09:00 - 16:00
日祝:09:00 - 16:00",http://sasp.mapion.co.jp/b/doutor/info/05000095/,TRUE,FALSE,FALSE,FALSE
101,エクセルシオール カフェ 日テレプラザ店,東京都,港区,東新橋１‐６‐１日本テレビタワー２Ｆ,汐留駅徒歩1分以上,03-6215-8560,"平日:07:00 - 22:00
土曜日:07:30 - 20:00
日祝:07:30 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/05000117/,TRUE,FALSE,FALSE,FALSE
102,エクセルシオール カフェ 日土地西新宿ビル店,東京都,新宿区,西新宿６‐１０‐１日土地西新宿ビル２Ｆ,西新宿駅徒歩2分以上,03-5321-9515,"平日:06:00 - 20:00
土曜日:09:00 - 19:00
日祝:09:00 - 19:00",http://sasp.mapion.co.jp/b/doutor/info/05000103/,TRUE,FALSE,TRUE,FALSE
103,エクセルシオール カフェ 日暮里店,東京都,荒川区,西日暮里２‐１９‐６,日暮里駅徒歩1分以上,03-3803-0373,"平日:07:00 - 23:00
土曜日:07:00 - 23:00
日祝:07:00 - 23:00",http://sasp.mapion.co.jp/b/doutor/info/05000038/,TRUE,TRUE,TRUE,FALSE
104,エクセルシオール カフェ 日本橋一丁目店,東京都,中央区,日本橋１‐２‐６黒江屋国分ビル１Ｆ,三越前駅徒歩5分以上,03-3516-7827,"平日:07:00 - 22:30
土曜日:08:00 - 21:00
日祝:08:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/05000115/,TRUE,TRUE,TRUE,FALSE
105,エクセルシオール カフェ 品川イーストワンタワー店,東京都,港区,港南２‐１６‐１品川イーストワンタワー２Ｆ,品川駅徒歩5分以上,03-6718-2839,"平日:07:00 - 23:00
土曜日:08:00 - 21:00
日祝:08:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/05000112/,TRUE,FALSE,FALSE,FALSE
106,エクセルシオール カフェ 品川シーサイドフォレスト店,東京都,品川区,東品川４‐１２‐６品川シーサイドフォレストＢ１Ｆ,品川シーサイド駅徒歩1分以上,03-5769-2665,"平日:07:30 - 22:00
土曜日:07:30 - 22:00
日祝:07:30 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/05000093/,TRUE,TRUE,TRUE,FALSE
107,エクセルシオール カフェ 浜松メイワン店,静岡県,浜松市,中区砂山町６‐１,浜松駅徒歩3分以内,053-457-3326,"平日:10:00 - 20:00
土曜日:10:00 - 20:00
日祝:10:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/05000230/,TRUE,TRUE,FALSE,FALSE
108,エクセルシオール カフェ 武蔵小杉店,神奈川県,川崎市,中原区小杉町１‐４０３‐６０小杉ビル１Ｆ,武蔵小杉駅徒歩2分以上,044-739-8925,"平日:06:45 - 22:30
土曜日:07:00 - 22:30
日祝:07:00 - 22:30",http://sasp.mapion.co.jp/b/doutor/info/05000090/,TRUE,TRUE,TRUE,FALSE
109,エクセルシオール カフェ 福島南店,福島県,福島市,黒岩字浜井場２４‐１,南福島駅徒歩18分以上,024-544-0375,"平日:09:00 - 22:00
土曜日:09:00 - 22:00
日祝:09:00 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/05000244/,FALSE,FALSE,FALSE,FALSE
110,エクセルシオール カフェ 豊橋Ｋａｌｍｉａ店,愛知県,豊橋市,花田町西宿無番地,豊橋駅徒歩2分以上,0532-56-1007,"平日:07:00 - 21:00
土曜日:07:00 - 21:00
日祝:07:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/05000129/,TRUE,TRUE,TRUE,FALSE
111,エクセルシオール カフェ 豊洲ＩＨＩビル店,東京都,江東区,豊洲３‐１‐１ＩＨＩビル１Ｆ,豊洲駅徒歩7分以上,03-3534-9400,"平日:07:00 - 18:00
土曜日:-
日祝:-",http://sasp.mapion.co.jp/b/doutor/info/05000221/,FALSE,FALSE,TRUE,FALSE
112,エクセルシオール カフェ 本八幡駅北口店,千葉県,市川市,川市八幡２-１７-１,京成八幡駅徒歩4分以上,047-302-5731,"平日:06:30 - 23:00
土曜日:07:00 - 23:00
日祝:07:00 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/05000260/,TRUE,TRUE,TRUE,FALSE
113,エクセルシオール カフェ 名古屋国際ホテル店,愛知県,名古屋市,中区錦３‐２３‐３名古屋国際ホテル１Ｆ,栄駅徒歩4分以上,052-961-3130,"平日:07:00 - 23:00
土曜日:07:30 - 23:00
日祝:07:30 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/05000213/,TRUE,TRUE,TRUE,FALSE
114,エクセルシオール カフェ 淀屋橋店,大阪府,大阪市,中央区伏見町４‐１‐１大阪明治生命館ランド・アクシスタワー１Ｆ,淀屋橋駅徒歩4分以上,06-6204-7610,"平日:07:00 - 22:00
土曜日:08:00 - 18:00
日祝:08:00 - 18:00",http://sasp.mapion.co.jp/b/doutor/info/05000054/,TRUE,TRUE,FALSE,FALSE
115,エクセルシオール カフェ 立川北口駅前店,東京都,立川市,曙町２‐１３‐１ＴＫ立川ビル１Ｆ,立川駅徒歩1分以上,042-540-2720,"平日:07:00 - 23:00
土曜日:07:00 - 23:00
日祝:07:00 - 23:00",http://sasp.mapion.co.jp/b/doutor/info/05000100/,TRUE,TRUE,TRUE,FALSE
116,エクセルシオール カフェ 立川北口店,東京都,立川市,曙町２‐５‐１７イノタケビル３Ｆ・４Ｆ,立川北駅徒歩3分以内,042-540-9150,"平日:07:00 - 22:40
土曜日:07:00 - 22:40
日祝:07:00 - 22:40",http://sasp.mapion.co.jp/b/doutor/info/05000088/,TRUE,TRUE,TRUE,FALSE
117,エクセルシオール カフェ 蓮田サービスエリア下り店,埼玉県,蓮田市,黒浜３４６９,白岡駅徒歩27分以上,048-768-6411,"平日:06:00 - 21:00
土曜日:06:00 - 21:00
日祝:06:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/05000227/,FALSE,FALSE,FALSE,FALSE
118,カフェ エクセルシオール 八重洲地下街店,東京都,中央区,八重洲２‐１八重洲地下街中１号Ａブロック３０３‐４３,東京駅徒歩5分以上,03-6202-0788,"平日:07:00 - 22:30
土曜日:07:00 - 22:30
日祝:07:00 - 22:30",http://sasp.mapion.co.jp/b/doutor/info/05000062/,TRUE,TRUE,TRUE,FALSE
