id,name,prefecture,city,other_address,access,tel,business_hour,hp,wifi,socket,smoking,iccard
310,ドトールコーヒーショップ エッソ谷原店,東京都,練馬区,高松６‐２７‐１,光が丘駅徒歩11分以上,03-5910-7297,"平日:04:00 - 03:00
土曜日:04:00 - 03:00
日祝:04:00 - 03:00",http://sasp.mapion.co.jp/b/doutor/info/01011163/,TRUE,FALSE,TRUE,TRUE
311,ドトールコーヒーショップ エッソ国分寺台店,千葉県,市原市,原市北国分寺台３‐１２‐８,村上駅徒歩32分以上,050-3490-2961,"平日:07:00 - 23:00
土曜日:07:00 - 23:00
日祝:07:00 - 23:00",http://sasp.mapion.co.jp/b/doutor/info/01011164/,TRUE,FALSE,TRUE,TRUE
312,ドトールコーヒーショップ エッソ野田店,千葉県,野田市,泉３‐１‐６,七光台駅徒歩18分以上,04-7127-4181,"平日:04:00 - 03:00
土曜日:04:00 - 03:00
日祝:04:00 - 03:00",http://sasp.mapion.co.jp/b/doutor/info/01011165/,TRUE,FALSE,FALSE,TRUE
313,ドトールコーヒーショップ 新潟古町通り七番町店,新潟県,新潟市,中央区古町通七番町１００３‐２,白山駅徒歩26分以上,025-225-5444,"平日:07:45 - 20:00
土曜日:08:00 - 20:00
日祝:08:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/01011166/,TRUE,FALSE,FALSE,TRUE
314,ドトールコーヒーショップ 新潟柾谷小路店,新潟県,新潟市,中央区東堀前通六番町１０６８‐３,新潟駅徒歩25分以上,025-229-5559,"平日:07:00 - 20:00
土曜日:07:30 - 20:00
日祝:08:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/01011167/,TRUE,FALSE,FALSE,TRUE
315,ドトールコーヒーショップ 旭川買物公園通り店,北海道,旭川市,２条通７丁目左１０号,旭川駅徒歩6分以上,0166-29-5333,"平日:07:00 - 20:00
土曜日:07:00 - 20:00
日祝:07:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/01011168/,TRUE,TRUE,TRUE,TRUE
316,ドトールコーヒーショップ エッソ相模原北店,神奈川県,相模原市,中央区宮下本町３‐３９‐１,多摩境駅徒歩13分以上,050-3359-8144,"平日:06:00 - 23:00
土曜日:06:00 - 23:00
日祝:06:00 - 23:00",http://sasp.mapion.co.jp/b/doutor/info/01011175/,TRUE,FALSE,TRUE,TRUE
317,ドトールコーヒーショップ エッソ曲金店,静岡県,静岡市,駿河区曲金６‐４‐３８,東静岡駅徒歩5分以上,050-3316-0677,"平日:04:00 - 03:00
土曜日:04:00 - 03:00
日祝:04:00 - 03:00",http://sasp.mapion.co.jp/b/doutor/info/01011179/,TRUE,FALSE,TRUE,TRUE
318,ドトールコーヒーショップ 新狭山店,埼玉県,狭山市,新狭山２‐１５‐３,新狭山駅徒歩1分以上,04-2969-1246,"平日:07:00 - 21:00
土曜日:07:30 - 20:30
日祝:07:30 - 20:30",http://sasp.mapion.co.jp/b/doutor/info/01011180/,TRUE,FALSE,TRUE,TRUE
319,ドトールコーヒーショップ 百合ヶ丘駅前店,神奈川県,川崎市,麻生区百合丘１‐１‐１,百合ヶ丘駅徒歩3分以内,044-969-8162,"平日:07:00 - 21:00
土曜日:07:30 - 20:00
日祝:08:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/01011182/,TRUE,FALSE,TRUE,TRUE
320,ドトールコーヒーショップ 成瀬店,東京都,町田市,田市南成瀬１‐１‐３,成瀬駅徒歩3分以内,042-710-1006,"平日:06:45 - 20:00
土曜日:06:45 - 20:00
日祝:07:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/01011185/,TRUE,TRUE,TRUE,TRUE
321,ドトールコーヒーショップ 不動前店,東京都,品川区,西五反田５‐１２‐１,不動前駅徒歩3分以内,03-5719-2808,"平日:07:30 - 21:00
土曜日:07:30 - 21:00
日祝:07:30 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/01011186/,FALSE,FALSE,TRUE,TRUE
322,ドトールコーヒーショップ 都営大手町店,東京都,千代田区,丸の内１‐３‐１都営地下鉄三田線大手町駅改札前Ｂ１Ｆ,大手町駅徒歩3分以内,03-5220-2328,"平日:06:30 - 21:00
土曜日:08:00 - 19:00
日祝:08:00 - 19:00",http://sasp.mapion.co.jp/b/doutor/info/01011194/,TRUE,FALSE,FALSE,TRUE
323,ドトールコーヒーショップ エッソ大宮台店,千葉県,千葉市,若葉区大宮町２１３２‐１,鎌取駅徒歩36分以上,043-305-8571,"平日:04:00 - 03:00
土曜日:04:00 - 03:00
日祝:04:00 - 03:00",http://sasp.mapion.co.jp/b/doutor/info/01011199/,TRUE,FALSE,TRUE,TRUE
324,ドトールコーヒーショップ エッソ花園インター店,埼玉県,深谷市,田中２４０８‐１,武川駅徒歩13分以上,050-3319-5337,"平日:06:30 - 23:00
土曜日:06:30 - 23:00
日祝:06:30 - 23:00",http://sasp.mapion.co.jp/b/doutor/info/01011200/,TRUE,FALSE,TRUE,TRUE
325,ドトールコーヒーショップ エッソいわき中央インターチェンジ店,福島県,いわき市,内郷御台境町鬼越１５９‐１,内郷駅徒歩30分以上,050-3309-9917,"平日:06:00 - 22:00
土曜日:06:00 - 22:00
日祝:06:00 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/01011203/,TRUE,FALSE,FALSE,TRUE
326,ドトールコーヒーショップ 船橋駅南口店,千葉県,船橋市,本町１‐３‐１船橋ＦＡＣＥ１Ｆ,京成船橋駅徒歩3分以内,047-460-8522,"平日:06:00 - 23:00
土曜日:06:00 - 23:00
日祝:06:00 - 22:30",http://sasp.mapion.co.jp/b/doutor/info/01011204/,TRUE,TRUE,TRUE,TRUE
327,ドトールコーヒーショップ 麹町店,東京都,千代田区,麹町３‐４啓ビル１Ｆ,麹町駅徒歩3分以内,03-3264-7566,"平日:07:00 - 21:00
土曜日:08:00 - 17:00
日祝:-",http://sasp.mapion.co.jp/b/doutor/info/01011212/,TRUE,FALSE,TRUE,TRUE
328,ドトールコーヒーショップ 京急新逗子店,神奈川県,逗子市,逗子５‐１‐５,逗子駅徒歩3分以上,046-870-6750,"平日:07:30 - 21:00
土曜日:07:30 - 21:00
日祝:08:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/01011214/,TRUE,FALSE,TRUE,TRUE
329,ドトールコーヒーショップ エッソ春日部ニュータウン店,埼玉県,春日部市,谷原３‐１４‐１５,八木崎駅徒歩16分以上,048-735-9949,"平日:07:00 - 22:00
土曜日:07:00 - 22:00
日祝:07:00 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/01011215/,TRUE,FALSE,TRUE,TRUE
330,ドトールコーヒーショップ 麹町２丁目店,東京都,千代田区,麹町２‐７‐１１麹町ＴＳビル１Ｆ,半蔵門駅徒歩2分以上,03-3264-7459,"平日:07:00 - 19:30
土曜日:10:00 - 16:00
日祝:-",http://sasp.mapion.co.jp/b/doutor/info/01011216/,TRUE,FALSE,TRUE,TRUE
331,ドトールコーヒーショップ 弘前イトーヨーカドー店,青森県,弘前市,駅前３‐２‐１,弘前駅徒歩6分以上,0172-39-7175,"平日:09:00 - 20:00
土曜日:09:00 - 20:00
日祝:09:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/01011217/,TRUE,TRUE,TRUE,TRUE
332,ドトールコーヒーショップ 日本橋室町４丁目店,東京都,中央区,日本橋室町４‐６‐５室町ＣＳビル,日本橋駅徒歩1分以上,03-3271-3136,"平日:07:00 - 19:00
土曜日:-
日祝:-",http://sasp.mapion.co.jp/b/doutor/info/01011220/,TRUE,FALSE,FALSE,TRUE
333,ドトールコーヒーショップ エッソ千代田ニュータウン店,千葉県,四街道市,物井字清水１４４５‐７,物井駅徒歩22分以上,050-3318-6670,"平日:08:00 - 22:00
土曜日:08:00 - 22:00
日祝:08:00 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/01011221/,TRUE,FALSE,FALSE,TRUE
334,ドトールコーヒーショップ みずほ台店,埼玉県,富士見市,東みずほ台２‐２９‐１,みずほ台駅徒歩3分以内,049-275-0377,"平日:07:00 - 21:30
土曜日:08:00 - 20:30
日祝:08:00 - 20:30",http://sasp.mapion.co.jp/b/doutor/info/01011223/,TRUE,FALSE,TRUE,TRUE
335,ドトールコーヒーショップ 十条南口店,東京都,北区,上十条１‐１１‐８,十条駅徒歩3分以内,03-5963-3050,"平日:07:00 - 20:00
土曜日:07:00 - 19:00
日祝:08:00 - 19:00",http://sasp.mapion.co.jp/b/doutor/info/01011224/,TRUE,FALSE,FALSE,TRUE
336,ドトールコーヒーショップ 会津若松滝沢店,福島県,会津若松市,一箕町八幡字牛ヶ墓７‐１,会津若松駅徒歩25分以上,0242-37-0911,"平日:10:00 - 21:00
土曜日:10:00 - 21:00
日祝:10:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/01011230/,TRUE,FALSE,FALSE,TRUE
337,ドトールコーヒーショップ 下井草店,東京都,杉並区,下井草２‐４０‐１７,下井草駅徒歩3分以内,03-5311-7627,"平日:07:30 - 21:00
土曜日:08:00 - 20:00
日祝:08:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/01011232/,TRUE,FALSE,TRUE,TRUE
338,ドトールコーヒーショップ 銀座６丁目店,東京都,中央区,銀座６‐１３‐６,東銀座駅徒歩3分以上,03-5565-0913,"平日:07:00 - 21:00
土曜日:07:00 - 20:00
日祝:08:00 - 19:00",http://sasp.mapion.co.jp/b/doutor/info/01011234/,TRUE,FALSE,TRUE,TRUE
339,ドトールコーヒーショップ 蒲田西口店,東京都,大田区,西蒲田７‐６６‐５,蒲田駅徒歩3分以内,03-3735-5560,"平日:07:30 - 22:00備考:ラストオーダー21:30
土曜日:07:30 - 22:00備考:ラストオーダー21:30
日祝:07:30 - 22:00備考:ラストオーダー21:30",http://sasp.mapion.co.jp/b/doutor/info/01011236/,TRUE,FALSE,FALSE,TRUE
340,ドトールコーヒーショップ 京成成田店,千葉県,成田市,花崎町８１６-１５プライムレーベル成田１Ｆ,京成成田駅徒歩1分以上,0476-20-1809,"平日:07:30 - 21:00
土曜日:07:30 - 21:00
日祝:07:30 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/01011239/,TRUE,TRUE,TRUE,TRUE
341,ドトールコーヒーショップ イオンモール盛岡店,岩手県,盛岡市,前潟４‐７‐１イオンモール盛岡２Ｆ,大釜駅徒歩33分以上,019-605-3859,"平日:09:00 - 21:00
土曜日:09:00 - 21:00
日祝:09:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/01011240/,TRUE,FALSE,FALSE,TRUE
342,ドトールコーヒーショップ 新潟駅前店,新潟県,新潟市,中央区東大通１‐１,新潟駅徒歩5分以上,025-241-3775,"平日:07:00 - 21:30
土曜日:07:30 - 21:30
日祝:07:30 - 21:30",http://sasp.mapion.co.jp/b/doutor/info/01011241/,TRUE,TRUE,TRUE,TRUE
343,ドトールコーヒーショップ 川越西口店,埼玉県,川越市,脇田本町１‐９,川越駅徒歩3分以上,049-243-3400,"平日:07:30 - 21:00
土曜日:07:30 - 21:00
日祝:08:00 - 20:30",http://sasp.mapion.co.jp/b/doutor/info/01011245/,TRUE,TRUE,TRUE,TRUE
344,ドトールコーヒーショップ 神田和泉町店,東京都,千代田区,神田和泉町１‐２‐１９石井ビル１Ｆ,秋葉原駅徒歩1分以上,03-3851-8851,"平日:07:00 - 19:00
土曜日:07:30 - 18:00
日祝:08:00 - 17:00",http://sasp.mapion.co.jp/b/doutor/info/01011246/,TRUE,FALSE,FALSE,TRUE
345,ドトールコーヒーショップ エッソ新大宮店,埼玉県,さいたま市,大宮区三橋３‐２３８‐１,大宮駅徒歩27分以上,048-643-1001,"平日:06:30 - 22:00
土曜日:06:30 - 22:00
日祝:06:30 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/01011248/,TRUE,FALSE,TRUE,TRUE
346,ドトールコーヒーショップ 名取田高店,宮城県,名取市,田高字原５０９,名取駅徒歩10分以上,022-381-1977,"平日:10:00 - 20:00
土曜日:09:00 - 20:00
日祝:09:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/01011252/,TRUE,FALSE,FALSE,TRUE
347,ドトールコーヒーショップ 川崎ダイス店,神奈川県,川崎市,川崎区駅前本町８‐１４,京急川崎駅徒歩2分以上,044-246-5605,"平日:07:30 - 21:30
土曜日:08:00 - 21:30
日祝:08:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/01011256/,TRUE,TRUE,TRUE,TRUE
348,ドトールコーヒーショップ 渋谷新南口店,東京都,渋谷区,渋谷３‐２７‐１５,渋谷駅徒歩2分以上,03-5464-3406,"平日:07:00 - 21:00
土曜日:08:00 - 20:00
日祝:08:00 - 19:00",http://sasp.mapion.co.jp/b/doutor/info/01011258/,TRUE,FALSE,TRUE,TRUE
349,ドトールコーヒーショップ エッソ柳田店,栃木県,宇都宮市,柳田町５９２‐１,岡本駅徒歩51分以上,028-663-1848,"平日:06:00 - 23:00
土曜日:06:00 - 23:00
日祝:06:00 - 23:00",http://sasp.mapion.co.jp/b/doutor/info/01011259/,TRUE,FALSE,TRUE,TRUE
350,ドトールコーヒーショップ 関内仲通り店,神奈川県,横浜市,中区住吉町２‐２２,関内駅徒歩3分以上,045-662-8977,"平日:07:00 - 20:00
土曜日:08:00 - 19:00
日祝:10:00 - 18:00",http://sasp.mapion.co.jp/b/doutor/info/01011263/,FALSE,FALSE,FALSE,TRUE
351,ドトールコーヒーショップ 池袋２丁目店,東京都,豊島区,池袋２‐１４‐１,池袋駅徒歩4分以上,03-3986-2075,"平日:08:00 - 22:00
土曜日:08:00 - 21:30
日祝:08:00 - 21:30",http://sasp.mapion.co.jp/b/doutor/info/01011264/,FALSE,FALSE,TRUE,TRUE
352,ドトールコーヒーショップ 追浜店,神奈川県,横須賀市,追浜本町１‐２８‐５,追浜駅徒歩1分以上,046-866-2767,"平日:07:30 - 21:00
土曜日:08:00 - 20:00
日祝:08:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/01011265/,TRUE,FALSE,TRUE,TRUE
353,ドトールコーヒーショップ 須賀川東店,福島県,須賀川市,仲の町４０‐１,須賀川駅徒歩12分以上,0248-76-8702,"平日:10:00 - 21:00
土曜日:10:00 - 21:00
日祝:10:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/01011271/,TRUE,FALSE,FALSE,TRUE
354,ドトールコーヒーショップ 笹塚南口店,東京都,渋谷区,笹塚１‐２９‐１０,笹塚駅徒歩3分以内,03-5465-5540,"平日:07:00 - 21:00
土曜日:07:30 - 21:00
日祝:07:30 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/01011272/,TRUE,FALSE,FALSE,TRUE
355,ドトールコーヒーショップ 赤坂１丁目店,東京都,港区,赤坂１-１１-２８Ｍ-Ｃｉｔｙ赤坂一丁目ビル,溜池山王駅徒歩5分以上,03-3505-2857,"平日:06:45 - 20:30備考:ラストオーダー20：00
土曜日:07:45 - 19:30備考:ラストオーダー19：00
日祝:07:45 - 19:30備考:ラストオーダー19：00",http://sasp.mapion.co.jp/b/doutor/info/01011275/,TRUE,TRUE,TRUE,TRUE
356,ドトールコーヒーショップ エッソ相模富士店,神奈川県,相模原市,中央区富士見１‐８‐１,矢部駅徒歩11分以上,042-752-5131,"平日:07:00 - 22:00
土曜日:07:00 - 22:00
日祝:07:00 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/01011276/,TRUE,FALSE,TRUE,TRUE
357,ドトールコーヒーショップ 立場イトーヨーカドー店,神奈川県,横浜市,泉区中田西１‐１,立場駅徒歩1分以上,045-806-2388,"平日:10:00 - 21:30
土曜日:09:00 - 21:30
日祝:09:00 - 21:30",http://sasp.mapion.co.jp/b/doutor/info/01011279/,TRUE,FALSE,TRUE,TRUE
358,ドトールコーヒーショップ エッソ久地店,神奈川県,川崎市,高津区久地７７０,久地駅徒歩10分以上,044-833-0200,"平日:07:00 - 23:00
土曜日:07:00 - 23:00
日祝:07:00 - 23:00",http://sasp.mapion.co.jp/b/doutor/info/01011280/,TRUE,FALSE,TRUE,TRUE
359,ドトールコーヒーショップ 南林間店,神奈川県,大和市,南林間１‐６‐１１,南林間駅徒歩3分以内,046-278-2203,"平日:07:00 - 22:00
土曜日:07:00 - 22:00
日祝:07:00 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/01011283/,FALSE,FALSE,TRUE,TRUE
360,ドトールコーヒーショップ エッソＲ６神谷店,福島県,いわき市,平下神谷石渕５０‐１,草野駅徒歩10分以上,050-3309-9935,"平日:06:00 - 24:00
土曜日:06:00 - 24:00
日祝:06:00 - 24:00",http://sasp.mapion.co.jp/b/doutor/info/01011286/,TRUE,FALSE,TRUE,TRUE
361,ドトールコーヒーショップ イオンモール太田店,群馬県,太田市,石原町８１イオンモール太田２Ｆ,韮川駅徒歩23分以上,0276-48-3217,"平日:10:00 - 22:00
土曜日:10:00 - 22:00
日祝:10:00 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/01011287/,TRUE,FALSE,FALSE,TRUE
362,ドトールコーヒーショップ エッソ東小川店,静岡県,焼津市,東小川５‐８‐４,焼津駅徒歩25分以上,050-3309-5519,"平日:04:00 - 03:00
土曜日:04:00 - 03:00
日祝:04:00 - 03:00",http://sasp.mapion.co.jp/b/doutor/info/01011288/,TRUE,FALSE,TRUE,TRUE
363,ドトールコーヒーショップ エッソ所沢インター店,埼玉県,所沢市,松郷２３９‐９,東所沢駅徒歩19分以上,050-3312-4628,"平日:07:00 - 23:00
土曜日:07:00 - 23:00
日祝:07:00 - 23:00",http://sasp.mapion.co.jp/b/doutor/info/01011291/,TRUE,FALSE,TRUE,TRUE
364,ドトールコーヒーショップ 横浜南幸店,神奈川県,横浜市,西区南幸１‐９‐７ウエストＤＫビル,横浜駅徒歩5分以上,045-312-3790,"平日:07:00 - 22:00
土曜日:07:00 - 22:00
日祝:08:00 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/01011293/,FALSE,FALSE,TRUE,TRUE
365,ドトールコーヒーショップ 幡ヶ谷店,東京都,渋谷区,幡ヶ谷１-３４-１４,幡ヶ谷駅徒歩1分以上,03-3485-1073,"平日:07:00 - 21:00
土曜日:07:00 - 20:00
日祝:07:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/01011300/,TRUE,FALSE,TRUE,TRUE
366,ドトールコーヒーショップ 西武大泉学園駅店,東京都,練馬区,東大泉１‐２９‐７,大泉学園駅徒歩3分以内,03-3921-2772,"平日:06:30 - 22:00
土曜日:07:00 - 22:00
日祝:07:00 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/01011301/,TRUE,TRUE,TRUE,TRUE
367,ドトールコーヒーショップ 八千代台店,千葉県,八千代市,八千代台東１‐２‐１４,八千代台駅徒歩2分以上,047-485-5530,"平日:07:30 - 21:00
土曜日:08:00 - 20:30
日祝:08:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/01011303/,TRUE,FALSE,TRUE,TRUE
368,ドトールコーヒーショップ 北千住西口店,東京都,足立区,千住３‐９２,北千住駅徒歩2分以上,03-3870-5099,"平日:07:30 - 20:30
土曜日:08:00 - 20:30
日祝:08:00 - 20:30",http://sasp.mapion.co.jp/b/doutor/info/01011306/,TRUE,FALSE,TRUE,TRUE
369,ドトールコーヒーショップ 立川南口駅前店,東京都,立川市,柴崎町３‐３‐２ＡＢ’Ｓビル１Ｆ,立川南駅徒歩2分以上,042-524-0016,"平日:07:00 - 22:00
土曜日:07:30 - 22:00
日祝:07:30 - 21:30",http://sasp.mapion.co.jp/b/doutor/info/01011307/,TRUE,FALSE,TRUE,TRUE
370,ドトールコーヒーショップ 経堂農大通り店,東京都,世田谷区,経堂１‐２１‐１８河村ビル,経堂駅徒歩1分以上,03-5477-8729,"平日:06:45 - 23:00
土曜日:07:30 - 23:00
日祝:07:30 - 23:00",http://sasp.mapion.co.jp/b/doutor/info/01011310/,TRUE,FALSE,TRUE,TRUE
371,ドトールコーヒーショップ 藤沢北口駅前店,神奈川県,藤沢市,藤沢５６０‐２‐４,藤沢駅徒歩4分以上,0466-25-6316,"平日:07:15 - 21:00
土曜日:08:00 - 21:00
日祝:08:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/01011315/,FALSE,FALSE,TRUE,TRUE
372,ドトールコーヒーショップ エッソ牛久店,茨城県,牛久市,栄町４-５４,牛久駅徒歩24分以上,050-3309-9106,"平日:04:00 - 03:00
土曜日:04:00 - 03:00
日祝:04:00 - 03:00",http://sasp.mapion.co.jp/b/doutor/info/01011317/,TRUE,FALSE,TRUE,TRUE
373,ドトールコーヒーショップ 中野島店,神奈川県,川崎市,多摩区中野島３‐１４‐３３,中野島駅徒歩1分以上,044-930-0071,"平日:07:00 - 21:00
土曜日:07:00 - 21:00
日祝:07:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/01011319/,TRUE,FALSE,TRUE,TRUE
374,ドトールコーヒーショップ 溝の口店,神奈川県,川崎市,高津区久本３‐１‐１小川ビル,武蔵溝ノ口駅徒歩1分以上,044-813-6405,"平日:07:00 - 21:00
土曜日:07:30 - 21:00
日祝:08:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/01011320/,FALSE,FALSE,TRUE,TRUE
375,ドトールコーヒーショップ 鹿島田サウザンドモール店,神奈川県,川崎市,幸区新塚越２０１,鹿島田駅徒歩2分以上,044-522-7280,"平日:07:00 - 21:00
土曜日:07:00 - 21:00
日祝:07:30 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/01011322/,TRUE,FALSE,TRUE,TRUE
376,ドトールコーヒーショップ エッソ久喜青葉ニュータウン店,埼玉県,久喜市,青毛１‐１‐６,幸手駅徒歩24分以上,0480-29-2592,"平日:04:00 - 03:00
土曜日:04:00 - 03:00
日祝:04:00 - 03:00",http://sasp.mapion.co.jp/b/doutor/info/01011323/,TRUE,TRUE,TRUE,TRUE
377,ドトールコーヒーショップ エッソ館林店,群馬県,館林市,足次町１１９８‐１,渡瀬駅徒歩7分以上,050-3359-2470,"平日:04:00 - 03:00
土曜日:04:00 - 03:00
日祝:04:00 - 03:00",http://sasp.mapion.co.jp/b/doutor/info/01011324/,TRUE,FALSE,FALSE,TRUE
378,ドトールコーヒーショップ エッソ北本ニュータウン店,埼玉県,北本市,緑３-２０,北本駅徒歩13分以上,048-591-7866,"平日:07:00 - 21:00
土曜日:07:00 - 21:00
日祝:07:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/01011326/,TRUE,FALSE,TRUE,TRUE
379,ドトールコーヒーショップ 東武新越谷駅店,埼玉県,越谷市,南越谷１‐１１‐４東武伊勢崎線新越谷駅構内３Ｆ,新越谷駅徒歩3分以内,048-964-9910,"平日:07:00 - 21:00
土曜日:07:00 - 21:00
日祝:07:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/01011327/,FALSE,FALSE,FALSE,TRUE
380,ドトールコーヒーショップ エッソ三郷店,埼玉県,三郷市,彦川戸字駒形向７６２‐１,新三郷駅徒歩13分以上,050-3449-6879,"平日:04:00 - 03:00
土曜日:04:00 - 03:00
日祝:04:00 - 03:00",http://sasp.mapion.co.jp/b/doutor/info/01011328/,TRUE,FALSE,FALSE,TRUE
381,ドトールコーヒーショップ 元住吉東口店,神奈川県,川崎市,中原区木月２‐５‐５,元住吉駅徒歩1分以上,044-431-1961,"平日:07:30 - 22:00
土曜日:07:30 - 22:00
日祝:07:30 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/01011329/,TRUE,FALSE,TRUE,TRUE
382,ドトールコーヒーショップ 十条銀座店,東京都,北区,十条仲原１‐４‐７,十条駅徒歩3分以上,03-3900-7716,"平日:08:00 - 20:00
土曜日:08:00 - 20:00
日祝:08:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/01011331/,TRUE,FALSE,TRUE,TRUE
383,ドトールコーヒーショップ 霞が関第２号館店,東京都,千代田区,霞が関２‐１‐２中央合同庁舎第２号館,桜田門駅徒歩3分以上,03-3503-8010,"平日:08:00 - 19:00
土曜日:-
日祝:-",http://sasp.mapion.co.jp/b/doutor/info/01011333/,TRUE,FALSE,FALSE,TRUE
384,ドトールコーヒーショップ 桜新町店,東京都,世田谷区,桜新町１‐１２‐９,桜新町駅徒歩4分以上,03-5426-5641,"平日:07:00 - 21:00
土曜日:07:30 - 20:00
日祝:07:30 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/01011334/,TRUE,FALSE,TRUE,TRUE
385,ドトールコーヒーショップ 甲府昭和イトーヨーカドー店,山梨県,中巨摩郡,昭和町西条１３‐１イトーヨーカドー２Ｆ,国母駅徒歩18分以上,055-275-2333,"平日:10:00 - 21:00
土曜日:10:00 - 21:00
日祝:10:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/01011342/,TRUE,FALSE,TRUE,TRUE
386,ドトールコーヒーショップ 上板橋南口店,東京都,板橋区,上板橋２‐３６‐８,上板橋駅徒歩3分以内,03-3932-8751,"平日:07:30 - 21:00
土曜日:08:00 - 20:00
日祝:08:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/01011345/,TRUE,TRUE,TRUE,TRUE
387,ドトールコーヒーショップ 会津若松アピオ店,福島県,会津若松市,インター西１１８,会津若松駅徒歩24分以上,0242-24-4511,"平日:10:00 - 21:00
土曜日:10:00 - 21:00
日祝:10:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/01011348/,TRUE,FALSE,FALSE,TRUE
388,ドトールコーヒーショップ 石巻中里店,宮城県,石巻市,南中里２‐９‐３６,石巻駅徒歩9分以上,0225-93-6939,"平日:09:00 - 22:00
土曜日:09:00 - 22:00
日祝:09:00 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/01011354/,TRUE,FALSE,TRUE,TRUE
389,ドトールコーヒーショップ 東武船橋駅店,千葉県,船橋市,本町７‐１‐１,京成船橋駅徒歩2分以上,047-460-1581,"平日:07:00 - 21:00
土曜日:07:00 - 21:00
日祝:07:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/01011356/,FALSE,FALSE,FALSE,TRUE
390,ドトールコーヒーショップ 横浜駅店,神奈川県,横浜市,西区高島２‐１６‐１,横浜駅徒歩4分以上,045-451-1131,"平日:06:00 - 23:30
土曜日:06:00 - 23:30
日祝:06:00 - 23:30",http://sasp.mapion.co.jp/b/doutor/info/01011357/,FALSE,FALSE,TRUE,TRUE
391,ドトールコーヒーショップ アトレ新浦安店,千葉県,浦安市,入船１‐１‐１,新浦安駅徒歩3分以内,047-390-6841,"平日:07:00 - 21:00
土曜日:07:00 - 21:00
日祝:07:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/01011361/,FALSE,FALSE,TRUE,TRUE
392,ドトールコーヒーショップ ららぽーとＴＯＫＹＯ-ＢＡＹ店,千葉県,船橋市,浜町２‐１‐１ららぽーとＴＯＫＹＯ-ＢＡＹ４６５,南船橋駅徒歩10分以上,047-495-4032,"平日:09:00 - 22:00
土曜日:09:00 - 22:00
日祝:09:00 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/01011362/,TRUE,TRUE,TRUE,FALSE
393,ドトールコーヒーショップ 北千住東口店,東京都,足立区,千住旭町３‐８,北千住駅徒歩3分以上,03-5813-0960,"平日:07:30 - 21:00
土曜日:07:30 - 21:00
日祝:08:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/01011363/,FALSE,FALSE,FALSE,TRUE
394,ドトールコーヒーショップ 新潟万代シティ店,新潟県,新潟市,中央区万代１‐４‐３５損保ジャパン・アクサ新潟ビル１Ｆ,新潟駅徒歩10分以上,025-245-8133,"平日:07:30 - 20:00
土曜日:08:00 - 20:00
日祝:08:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/01011364/,TRUE,TRUE,TRUE,TRUE
